time,roll,pitch,altitude,vibration_z,label
17.616,0.0412718759779359,0.0049907640906537,2.0196723257441027,3.401555484894258e-06,SAFE
17.624,0.0412718854406796,0.0049909756245872,2.0195104729271423,4.230521532934184e-06,SAFE
17.632,0.041271894925217,0.0049911815331714,2.019347868722737,5.055105248439246e-06,SAFE
17.64,0.0412719044277384,0.0049913802896862,2.019184526322028,5.875423211218928e-06,SAFE
17.648,0.0412719139457029,0.0049915705198395,2.019020458880161,6.691448552097527e-06,SAFE
17.656,0.041271923475535,0.0049917510113947,2.0188556795147954,7.503127658662603e-06,SAFE
17.664,0.0412719330155002,0.0049919207129531,2.0186902013064847,8.310515480303938e-06,SAFE
17.672,0.0412719425631515,0.0049920787408596,2.01852403729722,9.11361192273312e-06,SAFE
17.68,0.0412719521174972,0.0049922243786419,2.0183572004902484,9.912414798107569e-06,SAFE
17.688,0.0412719616765106,0.0049923570800887,2.0181897038488485,1.0706868466607228e-05,SAFE
17.696,0.0412719712400043,0.0049924764606287,2.0180215602971847,1.1497027148304513e-05,SAFE
17.704,0.0412719808072312,0.0049925822960936,2.017852782719486,1.2282918883887517e-05,SAFE
17.712,0.0412719903782125,0.0049926745210579,2.0176833839592763,1.3064432105820482e-05,SAFE
17.72,0.0412719999529655,0.0049927532145332,2.017513376820561,1.38416808471145e-05,SAFE
17.728,0.0412720095325691,0.0049928185969921,2.017342774067011,1.4614610858759578e-05,SAFE
17.736,0.0412720191176735,0.0049928710182977,2.017171588422479,1.538328239302072e-05,SAFE
17.744,0.0412720287096217,0.0049929109526196,2.0169998325703205,1.614758868675991e-05,SAFE
17.752,0.0412720383096591,0.004992938980151,2.0168275191548344,1.6907648979291028e-05,SAFE
17.76,0.0412720479201439,0.0049929557796531,2.0166546607808624,1.7663442442071045e-05,SAFE
17.768,0.0412720575422103,0.004992962119146,2.016481270013485,1.841492446032672e-05,SAFE
17.776,0.041272067178608,0.0049929588374475,2.016307359379505,1.9162161733646302e-05,SAFE
17.784,0.0412720768311089,0.0049929468356292,2.016132941366968,1.9905168171362076e-05,SAFE
17.792,0.0412720865026357,0.0049929270628763,2.01595802842585,2.064395766183619e-05,SAFE
17.8,0.0412720961947323,0.0049929005078993,2.01578263296759,2.137849226921887e-05,SAFE
17.808,0.041272105910403,0.0049928681805983,2.015606767366575,2.210884529170632e-05,SAFE
17.816,0.0412721156516818,0.0049928311030611,2.015430443959835,2.283506491629092e-05,SAFE
17.824,0.0412721254209355,0.0049927903020813,2.0152536750466674,2.3557060486040715e-05,SAFE
